gene	JK215	JK217	JK218	JK219	JK228	JK229	JK230	JK231
Xpnpep3	327	356	147	270	169	236	299	254
Dnajb7	1	0	1	0	1	0	0	4
Rbx1	2464	3738	1456	2581	2607	1890	2486	1991
Ep300	5580	4409	2245	3342	4265	5410	5414	4496
L3mbtl2	859	745	330	586	766	854	950	667
Chadl	38	64	16	34	23	25	43	17
Rangap1	2286	2142	882	2192	2392	2559	2695	1703
Zc3h7b	6523	4945	2600	3872	4764	4150	5671	5020
Tef	4828	8517	2976	3344	3495	1929	6037	6218
Tob2	3452	3305	1245	1695	2457	2317	3022	2883
Phf5a	998	1117	489	790	1026	907	1066	697
Aco2	7315	6858	2581	5350	5539	5488	7716	5273
Polr3h	364	447	176	310	346	297	356	217
Csdc2	158	111	86	123	57	59	117	127
Pmm1	789	764	288	581	636	468	725	661
1700029P11Rik	0	0	1	0	0	0	0	0
Desi1	1719	1847	776	1423	1721	1903	2149	1490
Xrcc6	691	648	288	641	522	543	586	397
Nhp2l1	1090	1288	570	1014	1107	922	971	764
4930407I10Rik	0	0	0	0	0	0	0	2
Mei1	0	0	0	0	0	0	0	0
Ccdc134	559	647	315	463	653	640	670	378
Srebf2	7403	6385	2605	4743	5038	5330	6387	4722
Mir33	0	0	0	0	0	0	0	0
AI848285	7	8	4	1	36	19	97	14
Tnfrsf13c	138	43	51	103	110	115	19	100
Cenpm	26	14	3	21	125	151	82	45
1500009C09Rik	0	0	0	0	31	50	3	0
Sept3	288	406	125	178	108	125	370	166
Wbp2nl	1	1	0	0	0	2	1	0
Naga	2570	2522	933	1980	2473	2432	3507	2326
Fam109b	127	113	53	74	138	107	119	70
1500032L24Rik	2338	3486	1316	2382	2257	1645	2310	1664
Ndufa6	2187	3833	1598	2516	2112	1378	2387	2028
Cyp2d22	3129	2459	1494	1739	2122	1021	2308	3313
Cyp2d11	0	0	0	0	0	0	0	0
Cyp2d10	0	0	6	0	0	1	6	1
Cyp2d9	2	2	21	0	0	0	3	0
Cyp2d12	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0
Cyp2d13	0	0	5	0	0	0	1	0
Cyp2d37-ps	0	0	1	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0
Cyp2d26	0	4	11	0	6	6	9	0
Tcf20	2865	2220	1057	2199	1884	2223	2605	2202
Tbrg3	19	61	17	50	26	16	22	15
Gm20324	75	83	38	74	72	62	68	64
Nfam1	1015	559	426	581	1359	1638	2360	797
Serhl	609	841	321	517	631	548	610	565
Rrp7a	2056	2044	808	1644	2211	2363	2464	1543
Poldip3	2890	2999	1315	2434	2633	3071	3672	2177
Rnu12	4	24	4	6	1	1	0	1
Cyb5r3	15439	21037	8885	17085	11011	7313	16024	12973
A4galt	920	1389	502	450	1207	936	1448	1258
Arfgap3	1804	2182	790	1325	1811	1760	2387	1636
1700001L05Rik	221	295	119	206	199	201	266	174
Pacsin2	5947	5984	2607	5157	5876	5577	7455	5470
Ttll1	535	472	208	419	289	278	452	339
Bik	372	373	151	391	199	155	283	257
Mcat	407	598	191	370	334	321	531	322
Tspo	3496	5049	1704	3814	5890	6254	5508	2904
Ttll12	768	575	260	583	639	845	770	502
Scube1	1794	850	576	658	732	869	784	1063
Mpped1	0	0	0	0	0	0	0	0
Efcab6	373	491	86	187	112	99	305	156
Sult4a1	3	31	9	17	9	15	24	5
Pnpla5	19	36	11	29	2	4	15	7
Pnpla3	65	470	47	36	48	25	150	60
Samm50	2014	1973	834	1744	1939	1898	2208	1534
Parvb	4523	3216	1702	2206	3297	2702	4678	3655
Parvg	460	453	253	397	911	1482	1235	450
1810041L15Rik	177	247	59	169	126	47	119	163
Ldoc1l	331	210	77	203	244	253	272	203
Prr5	296	277	135	211	278	297	267	275
Gm20556	0	0	3	1	7	3	6	4
Arhgap8	570	731	242	912	901	744	1145	648
Phf21b	92	109	72	90	43	64	86	66
Nup50	2013	1678	742	1304	2009	2337	2241	1465
5031439G07Rik	2100	1657	872	1346	1827	2609	2677	1588
Mir1249	0	12	3	3	1	2	3	4
Upk3a	14	12	8	18	4	2	23	4
Fam118a	731	920	395	591	442	400	578	447
Smc1b	0	2	1	1	10	2	6	2
Ribc2	43	69	14	22	29	21	46	10
Gm19277	0	0	3	0	1	8	3	0
Fbln1	2959	2542	732	2045	1410	1675	1808	1924
Atxn10	6631	5985	2293	6021	4590	3335	5523	4257
7530416G11Rik	0	0	0	0	0	0	0	0
Wnt7b	162	228	80	151	243	260	401	70
AU022754	54	151	40	46	3	6	58	27
Mirlet7c-2	4	8	4	1	2	3	3	5
Mirlet7b	5	8	6	1	4	4	8	14
Ppara	344	548	159	284	151	166	333	349
Cdpf1	676	1009	322	668	411	276	513	397
Pkdrej	33	32	12	39	21	4	39	22
Ttc38	1269	931	408	931	563	355	836	994
Gtse1	48	56	17	27	231	373	212	99
Trmu	351	474	223	382	301	263	401	344
Celsr1	2164	2443	791	1628	982	961	2235	1241
Gramd4	1829	1382	643	1190	1398	1417	1630	1246
Cerk	3809	2941	1477	1690	3197	2934	2990	3207
Tbc1d22a	1632	1247	552	973	1375	1302	1868	1490
Fam19a5	74	110	22	43	25	30	65	35
B230214G05Rik	0	0	0	0	0	0	0	0
Zdhhc25	0	0	0	0	0	0	0	0
Brd1	3758	3258	1582	2230	2529	2407	3462	2947
Zbed4	328	338	157	204	292	286	315	235
Alg12	532	735	290	556	480	530	606	460
Creld2	1819	2086	817	1502	2100	2462	2397	1171
Pim3	4548	5163	1688	1941	3398	2973	3776	3804
Ttll8	64	114	37	60	34	34	69	50
Mlc1	1813	1919	902	2470	844	382	1417	1427
Mov10l1	0	0	3	0	0	3	9	0
Panx2	19	18	13	15	3	3	20	16
1810021B22Rik	59	76	21	50	43	19	72	54
Trabd	2236	2651	1073	1911	2051	1882	2465	1743
1300018J18Rik	1089	1272	476	958	650	626	988	895
Tubgcp6	1213	1202	577	812	717	856	917	795
Hdac10	831	1068	516	729	475	371	625	504
Mapk12	1857	2267	988	1437	1106	641	1121	1196
Mapk11	746	832	378	557	664	554	655	488
Plxnb2	9828	9983	3431	8176	8639	9788	13141	7014
Dennd6b	450	676	333	461	477	598	390	346
Ppp6r2	1347	1198	631	946	879	917	1121	1003
Sbf1	3919	3957	2005	2453	2947	3623	3991	2724
Adm2	1	2	2	6	20	14	14	5
Miox	0	0	0	0	0	0	0	0
Lmf2	2844	2419	1132	1824	2269	2126	2510	2195
Ncaph2	3280	3537	1437	2627	2735	2524	3063	2365
Sco2	150	227	46	103	85	63	138	76
Tymp	343	809	174	282	53	46	149	169
Odf3b	924	1732	392	728	372	255	850	613
Klhdc7b	1	3	0	0	0	0	2	0
Syce3	0	0	0	0	0	0	0	0
Cpt1b	9	17	9	2	2	9	6	6
BC090627	0	0	0	0	0	0	0	0
Chkb	40	79	22	57	22	30	35	24
Mapk8ip2	3	5	0	4	7	1	1	2
Arsa	2093	1491	714	1158	1219	1130	1616	1238
Shank3	8464	8680	5097	4460	6035	4981	6813	6392
Acr	54	51	31	46	112	63	56	80
Rabl2	884	1457	379	798	474	359	929	511
Syt10	94	178	41	62	15	16	71	83
Alg10b	1413	1291	630	983	852	1107	1319	1043
Cpne8	1357	1234	603	1099	932	694	980	912
Spn-ps	0	0	0	0	0	0	0	0
Kif21a	2618	3016	654	1379	756	630	1532	1373
Abcd2	745	921	345	814	832	687	989	575
Slc2a13	411	322	172	215	207	151	292	357
Lrrk2	4800	5134	2645	5254	3081	2672	5792	4288
Muc19	1	17	6	3	1	2	6	0
Smgc	1	1	0	2	0	0	0	1
Cntn1	107	327	90	55	68	51	82	66
Mir544	0	0	0	0	0	0	0	0
Pdzrn4	47	18	17	23	3	4	8	3
Gxylt1	3513	2760	1700	2696	2317	1734	2717	2751
Yaf2	1158	1341	634	921	886	742	974	818
Zcrb1	1856	2817	1257	1909	1933	1281	1889	1427
Pphln1	3529	2591	1469	1999	2071	1836	2276	1916
Prickle1	3392	2393	1352	2646	1402	1117	2509	2546
9430014N10Rik	0	0	0	0	0	0	0	0
D630010B17Rik	0	0	0	4	6	6	5	2
Adamts20	142	141	19	77	21	20	34	66
Pus7l	165	128	70	100	182	231	207	141
Irak4	595	593	260	480	670	878	965	443
Twf1	3777	4336	1519	3168	3392	2785	4003	3124
Tmem117	258	379	112	237	192	48	152	263
LOC100043315	0	0	0	0	0	0	0	0
Nell2	0	1	0	0	0	3	3	1
Dbx2	0	1	0	0	0	0	0	1
Ano6	8800	6839	3152	6296	7384	6172	8258	7416
D030018L15Rik	10	13	2	30	1	3	1	8
Gm4371	0	1	0	0	0	0	0	0
2610037D02Rik	0	0	0	0	2	0	0	0
E330033B04Rik	99	278	140	164	135	90	88	77
Arid2	3849	3544	1696	2771	2463	2304	3648	3331
Scaf11	5895	4643	2351	4227	4520	4568	5445	4881
Slc38a1	1631	2292	506	894	1149	1760	1854	1130
Slc38a2	9466	9928	3749	6036	6649	6511	7285	6339
Slc38a4	1187	2215	552	1045	921	345	1074	1373
Amigo2	1551	1281	493	835	788	549	1411	923
Pced1b	915	652	352	533	682	603	545	545
Rpap3	685	766	285	504	600	494	596	458
Endou	285	307	119	181	108	69	120	126
Rapgef3	3693	4389	1833	2127	2735	1715	4093	3819
Slc48a1	5895	6126	2503	4550	3498	2361	4289	3851
Hdac7	11136	9151	5066	8175	5501	4473	6802	6555
Vdr	530	485	130	403	451	570	625	287
Tmem106c	939	1068	358	707	523	408	897	608
Col2a1	5	5	2	0	6	34	5	2
Senp1	1682	1456	781	1104	1412	1686	1576	1375
Pfkm	1092	850	444	732	421	429	771	660
Asb8	959	852	375	701	1072	989	1258	795
AI836003	189	283	63	99	234	120	312	219
Olfr288	0	0	0	0	0	0	0	0
Olfr287	0	0	0	0	0	0	0	0
Olfr286	0	0	0	0	0	0	0	0
H1fnt	0	0	0	0	0	0	0	0
Zfp641	960	1370	828	615	760	460	1147	910
Olfr285	0	0	0	0	0	0	0	0
Olfr257	0	0	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0	0	0
Olfr283	0	0	0	1	0	0	0	0
1700031M16Rik	1	0	0	0	0	0	0	0
Olfr282	0	0	0	0	0	0	0	0
Olfr281	0	0	0	0	0	0	0	0
Lalba	9	0	1	6	0	0	1	0
Olfr279	0	0	0	0	0	0	0	0
Kansl2	738	769	328	521	592	564	616	502
Snora34	18	39	10	23	15	12	15	13
Snora2b	15	10	3	6	0	8	9	2
Ccnt1	794	661	364	529	378	585	572	459
9330020H09Rik	55	66	29	53	40	62	49	41
4930415O20Rik	6	25	7	5	10	1	13	9
Adcy6	3849	4120	1904	2766	1911	1794	3055	2486
Cacnb3	922	1131	338	883	964	1063	1077	637
Ddx23	2941	2875	1414	2113	2159	2271	2867	2159
Rnd1	751	302	193	432	961	889	771	320
Ccdc65	415	463	77	221	164	132	467	208
Fkbp11	149	229	67	182	187	308	142	96
Arf3	10187	7666	3791	6634	8661	8110	10798	7837
Wnt10b	457	138	247	65	183	48	180	273
Wnt1	1	1	0	1	1	0	0	0
Ddn	4	14	0	2	10	1	5	0
Prkag1	3273	3448	1615	2758	2419	2180	2858	2489
Mll2	8931	10375	5620	7199	5089	6417	6674	5910
Rhebl1	121	126	87	96	95	68	102	105
Dhh	148	154	75	99	143	96	297	142
Lmbr1l	1022	1059	514	675	798	731	877	629
Tuba1b	1929	2590	808	1552	2935	2342	2352	1325
Tuba1a	10297	12990	3846	8569	9595	6682	10208	6459
4930578M01Rik	6	26	14	11	3	0	9	7
Tuba1c	420	665	142	359	1211	951	588	346
Prph	364	105	174	379	1391	1556	769	1356
Troap	34	34	13	26	103	207	123	91
C1ql4	1	2	2	1	0	0	0	0
Dnajc22	16	31	2	9	4	7	39	6
Spats2	752	597	320	432	540	545	711	533
Kcnh3	232	324	84	137	115	103	209	131
Mcrs1	1323	1167	533	1010	912	1003	1268	857
1700120C14Rik	4	17	6	8	2	8	8	9
Fam186b	1	3	0	2	1	5	0	4
Prpf40b	1845	2259	873	1591	1083	706	1411	1345
Fmnl3	3580	2318	1342	2196	2070	2079	2674	2030
Tmbim6	33658	27804	10408	26122	30739	24204	36312	25973
Nckap5l	1151	822	449	554	543	560	642	505
Bcdin3d	111	148	56	95	140	65	97	100
Faim2	1196	687	425	465	355	143	669	715
Aqp2	3	21	1	10	10	1	3	2
Aqp5	8948	14553	3140	12673	7391	3386	8069	6488
Aqp6	0	0	0	0	5	4	4	0
Racgap1	368	250	134	189	901	1336	818	566
Asic1	2	6	0	2	0	2	4	1
Smarcd1	1602	1226	578	920	1191	1202	1316	1174
Gpd1	1415	2553	438	1130	696	555	1452	828
Cox14	1037	2101	770	1215	921	693	1112	701
Cers5	3001	2985	1275	2446	2013	1674	2925	2083
Lima1	5625	4667	2132	4206	5237	5097	5948	4211
1700030F18Rik	0	0	0	0	3	0	0	3
Larp4	2734	2464	1116	1805	2217	2500	2459	2026
2310068J16Rik	5	16	9	15	12	2	13	5
Dip2b	2180	1766	862	1422	1442	1483	1992	1455
Mir3473	0	0	0	0	0	0	0	0
Atf1	1721	1669	779	1263	1733	1699	1642	1409
Tmprss12	0	1	0	1	0	0	1	0
Mettl7a1	35765	35360	17583	32789	10399	3959	24279	20635
Mettl7a3	25	24	14	24	3	3	18	22
AB099516	0	0	0	0	1	0	0	0
Mettl7a2	10	6	3	4	2	3	15	7
Higd1c	0	0	0	0	0	0	0	0
Slc11a2	2196	2549	846	1970	1142	1262	2292	1212
Gm5475	5	2	0	2	0	0	2	1
Letmd1	841	937	369	681	669	660	822	687
Csrnp2	381	262	141	266	197	256	289	191
Tfcp2	650	753	313	525	371	338	542	444
Pou6f1	1785	1525	748	1309	982	853	1036	1193
C330013E15Rik	46	51	21	42	26	22	34	26
Dazap2	15139	12635	5431	10671	13736	11084	15200	12571
Smagp	2085	2142	1001	1490	1538	684	1744	1696
Bin2	952	559	343	518	1732	2564	1928	745
Cela1	35	67	26	34	39	79	24	27
Galnt6	818	759	307	393	980	1407	743	383
I730030J21Rik	11	11	6	17	23	28	13	11
Slc4a8	563	1006	238	385	409	453	632	552
Scn8a	25	34	7	14	18	15	12	16
Fignl2	659	615	284	443	368	383	601	458
Ankrd33	2	2	0	3	6	1	4	5
Acvrl1	33399	22894	14242	18189	12751	10662	22844	17635
Acvr1b	1672	1620	651	1077	1654	1816	1895	1407
A330009N23Rik	249	314	150	186	164	56	212	175
AU021063	1	3	1	2	0	1	2	2
Grasp	1664	1430	695	966	1113	861	1416	1205
Nr4a1	4304	2111	989	6473	2347	1722	1760	1172
9430023L20Rik	699	926	316	601	647	475	788	509
6030408B16Rik	483	594	257	402	425	336	391	380
Krt80	4777	4516	2146	3391	5068	5135	6786	5269
Mir1941	0	1	0	0	0	0	0	0
Krt7	13224	16147	4407	15915	16599	10424	16536	13698
Krt85	1	0	1	3	2	2	3	1
Krt83	14	9	3	17	23	13	36	13
1700011A15Rik	1	5	1	4	2	1	10	3
Krt81	0	0	0	0	0	0	0	0
Krt86	12	4	8	1	4	4	7	5
5430421N21Rik	7	3	1	6	5	0	2	1
Gm6042	0	0	0	0	0	0	0	0
Krt84	0	0	0	0	0	0	0	0
Krt82	0	0	0	0	0	0	0	0
4732456N10Rik	0	0	0	0	0	0	0	0
Krt75	0	0	0	0	2	9	0	0
Gm5476	0	0	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0	0	0
Krt6b	0	0	0	0	0	1	0	0
Krt6a	0	0	0	0	9	34	40	0
Krt5	0	18	1	0	0	29	189	1
Krt71	0	0	0	0	0	0	0	0
Krt74	0	0	0	0	0	0	0	0
Krt72	0	0	0	0	0	0	0	0
Krt73	0	0	0	0	0	0	0	0
Krt2	0	0	0	0	0	0	0	0
Krt1	25	34	4	15	9	3	19	5
Krt77	0	0	0	1	0	2	2	0
Krt76	1	3	0	0	0	0	0	0
Krt4	25	15	2	21	5	58	24	7
Krt79	959	1022	511	1683	644	412	1370	699
Krt78	91	38	40	121	28	49	53	12
Krt8	6501	7517	1760	6543	7019	8414	8204	4037
Krt18	3919	4262	1164	4094	6318	8133	6650	2758
Eif4b	10642	9243	3903	7427	7846	8119	10751	10141
Tenc1	14621	18786	8020	7409	10437	7455	12385	14328
Spryd3	1837	1474	746	1375	1637	1746	1972	1346
Igfbp6	4463	5508	1616	4480	2685	992	2245	4326
Soat2	25	34	10	19	182	189	101	45
Csad	1533	1626	602	1093	880	498	1077	1276
Zfp740	4955	4278	2110	3144	3183	2437	3951	3728
Itgb7	1360	876	457	767	2005	3185	2407	1189
Rarg	4249	3417	1608	2749	2662	1814	3657	2876
Mfsd5	1416	1292	464	987	1595	1439	1948	1126
Espl1	122	127	62	100	351	599	369	183
Pfdn5	5807	12167	5366	7456	5087	3198	5685	5035
Myg1	862	1019	383	804	751	750	870	684
Aaas	611	566	279	409	644	897	749	455
Sp7	0	0	0	0	0	0	0	0
Sp1	6324	4286	2357	3953	4084	4098	4868	4501
Amhr2	138	165	50	100	72	21	68	116
Prr13	3433	3565	1378	3142	4538	4090	4751	2979
Pcbp2	10075	11022	4003	7189	10837	8738	10364	9496
Map3k12	639	866	326	561	406	335	555	510
Tarbp2	474	605	237	392	428	429	506	312
Npff	216	289	158	159	171	90	151	147
Atf7	703	663	369	473	312	498	546	475
Atp5g2	1014	1228	516	850	836	985	1162	783
Mir688	0	2	0	0	0	0	0	3
Calcoco1	6670	5823	2168	4415	3340	1844	5291	5315
Hoxc13	0	0	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0	0	0
Hotair	0	0	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0	0	0
Hoxc10	0	0	0	0	0	0	0	0
Mir196a-2	0	0	0	0	0	0	0	0
Hoxc9	1	0	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0	0	0
Hoxc6	1	1	2	3	4	1	0	4
Hoxc5	14	4	2	21	12	8	1	1
Mir615	0	0	0	0	0	0	0	0
Hoxc4	10	12	2	32	11	13	2	5
D930007P13Rik	0	0	1	0	5	1	1	0
Smug1	639	804	283	560	490	469	618	478
Cbx5	5876	5544	2917	4411	3429	3586	4590	4523
Mir421	0	0	0	0	0	0	0	0
Gm10052	0	0	0	0	0	0	0	0
Hnrnpa1	52	49	39	56	55	51	48	46
Gm5643	3	4	0	4	14	6	3	6
Nfe2	236	150	104	138	202	151	512	214
Copz1	3758	3710	1360	3129	3894	3640	4684	2722
Mir148b	0	0	1	0	0	0	0	0
Gpr84	3	1	0	3	112	159	70	2
Zfp385a	491	422	176	286	707	1043	1047	429
Itga5	4682	3518	1527	2250	5405	8746	5265	3044
Gtsf1	1	0	0	0	6	5	5	0
BC048502	0	0	0	0	0	0	0	0
Nckap1l	2033	1468	904	1260	3897	6834	5512	1638
Pde1b	579	490	292	330	694	1056	797	357
Ppp1r1a	86	219	55	94	46	43	77	51
Glycam1	0	1	0	0	0	0	1	0
Mucl1	4	21	2	5	12	2	3	13
Spt1	0	1	1	7	8	0	1	0
Olfr161	0	0	0	0	0	0	0	0
Mefv	144	70	51	63	823	1312	595	100
Zfp263	1474	1487	754	1138	1192	1255	1352	1105
Olfr15	0	0	0	0	0	0	0	0
Zfp174	187	167	80	157	82	82	126	114
Zfp597	873	968	432	673	542	601	701	477
Naa60	2611	2439	1107	2049	2495	2334	3170	2193
1700037C18Rik	157	316	83	137	173	143	250	85
Cluap1	882	1012	372	805	712	549	826	673
Nlrc3	151	95	66	52	101	331	149	92
Slx4	900	751	445	507	779	1050	816	635
Dnase1	0	0	0	0	0	0	0	0
Trap1	2585	2950	1083	2470	1829	1932	2509	1667
Crebbp	2682	2653	1368	1609	1753	2322	2363	2194
4930455F16Rik	0	0	0	1	0	0	0	2
Gm5766	0	0	0	0	1	0	0	0
Adcy9	961	767	409	644	404	365	609	639
Srl	69	224	166	56	57	170	502	39
Tfap4	190	202	99	175	160	171	196	170
Glis2	2380	1589	774	1514	1160	976	1550	1212
Pam16	249	517	182	339	317	225	336	201
Coro7	1378	1314	643	981	1602	2366	2012	1047
Vasn	2059	1615	782	1091	1446	1496	1893	1727
Dnaja3	1787	1785	748	1439	1441	1348	1755	1342
Nmral1	125	135	45	128	273	323	248	144
Hmox2	2002	2089	795	1867	2320	2290	2530	1561
Cdip1	2847	2606	1126	2122	1603	1253	2072	2007
4930562C15Rik	558	1421	256	325	307	312	985	512
Ubald1	2075	1662	715	1413	1495	1352	1897	1327
Mgrn1	4253	3878	1653	2937	3638	3801	4626	3287
Gm16861	40	26	15	21	14	15	26	13
Nudt16l1	1125	1304	529	934	968	801	1023	818
Anks3	1422	1608	769	1251	870	820	1195	964
4930451G09Rik	72	75	38	70	27	20	51	19
Sept12	2	2	1	0	0	1	5	1
Gm5480	207	539	105	292	167	74	267	175
Rogdi	1238	1597	578	1188	932	712	1473	912
Glyr1	6313	6150	2585	4812	5469	4928	6395	4939
Ubn1	4508	3893	1952	2827	3021	3152	3759	3170
Ppl	4189	4775	2040	3951	2781	2459	3421	4148
Sec14l5	91	138	29	61	3	5	32	19
Nagpa	906	766	327	652	720	728	955	678
AU021092	4906	5566	1714	5130	2647	1095	3291	3817
Alg1	1191	1322	512	1064	1031	844	1182	850
Fam86	627	827	271	620	437	428	584	375
Rbfox1	11	26	21	9	21	24	38	8
1700123O21Rik	0	0	0	0	0	0	0	0
Cldn26	0	0	0	0	0	0	0	0
Mettl22	252	288	123	211	221	195	235	152
Abat	419	288	136	253	171	108	312	356
Tmem186	697	732	326	478	483	423	598	467
Pmm2	1336	1597	658	1210	1677	1853	1884	1179
Carhsp1	5660	5591	2547	3371	8150	7219	8591	6024
Usp7	7194	6278	3073	4632	5573	6043	6189	5415
1810013L24Rik	3504	3419	1437	2517	2504	2109	2977	2325
Grin2a	3	2	1	0	0	4	1	2
Rpl39l	2	14	3	3	11	8	5	1
Atf7ip2	1	2	1	2	0	6	1	3
Emp2	60827	70025	29161	61798	41997	23116	56872	51062
Tekt5	139	193	58	203	111	58	117	128
Nubp1	961	1273	552	1084	1260	1348	1304	839
Tvp23a	27	31	5	22	223	331	137	101
Ciita	880	882	314	727	2460	3395	3934	2921
Dexi	688	638	277	533	583	439	750	524
Clec16a	1447	1378	600	979	899	981	1257	1088
Socs1	126	130	75	87	3323	4676	1460	557
Tnp2	0	0	0	0	11	9	12	2
Prm3	0	0	0	0	4	0	0	0
Prm2	0	0	0	0	0	2	0	0
Prm1	0	1	0	0	13	22	14	0
Rmi2	30	28	13	16	97	161	91	31
Litaf	3330	2602	1075	2094	6079	7331	5409	2497
Gm4262	173	176	50	128	78	55	164	92
Snn	2675	2208	1327	1782	1753	1130	2041	1798
Txndc11	1622	1543	749	1134	1415	1777	1848	1465
Zc3h7a	4379	5836	2759	4539	5472	5654	5204	4016
Rsl1d1	2226	2352	1046	2100	2471	2711	2318	1730
2610020C07Rik	14	15	10	19	22	11	10	14
Gspt1	5064	4769	2137	4004	4641	4806	5220	4024
Mir1945	0	0	0	0	0	0	0	0
Tnfrsf17	74	27	34	18	56	19	7	25
Snx29	323	285	131	273	157	147	267	241
Cpped1	1334	1352	486	1149	1090	949	1337	1059
Gm9961	1	2	0	4	0	0	2	0
Shisa9	64	39	15	23	61	34	48	52
1700003L19Rik	0	0	0	0	0	0	0	0
Ercc4	908	785	367	725	620	636	758	654
Mkl2	3426	2915	1338	2123	1721	1819	2303	2144
Mir193b	0	0	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0	0	0
2310015D24Rik	9	35	6	5	2	4	3	5
Parn	1442	1269	525	1156	986	1017	1220	1075
Bfar	1806	1881	831	1502	1634	1609	1899	1331
3110001I22Rik	131	118	75	101	93	148	107	66
Pla2g10	0	3	0	0	0	0	1	0
1810007I06Rik	0	0	0	0	1	0	0	0
Rrn3	1442	1314	585	997	1348	1316	1362	1050
Ntan1	1424	2040	820	1410	1289	1222	1454	1079
Pdxdc1	4760	4949	2013	4014	3504	3112	4721	3667
Mpv17l	678	1028	327	794	350	186	490	517
Ifitm7	0	0	0	0	0	0	1	0
2900011O08Rik	0	2	0	0	4	6	5	4
Marf1	4769	5369	2691	3921	2912	2710	4321	3485
Mir484	0	0	0	1	0	0	0	0
Nde1	2349	2604	1169	1742	2322	2225	3335	2544
Myh11	9529	14804	3140	4145	5984	6841	10104	9794
Fopnl	1218	2146	931	1475	1001	829	1223	915
Abcc1	2093	2133	750	1428	1294	1444	1930	1297
A630010A05Rik	3	1	0	0	0	0	0	0
Snai2	473	497	289	434	390	380	376	324
Efcab1	314	716	155	222	120	86	336	164
Ube2v2	528	618	325	511	326	232	371	369
Mcm4	1159	845	375	724	1541	2135	1377	1038
Prkdc	750	993	471	909	482	445	499	704
Mzt2	402	325	177	292	301	271	375	291
Cebpd	8822	7153	3089	3367	10037	6433	7737	5563
2310008H04Rik	778	685	347	569	611	570	812	505
Pkp2	1707	1784	600	2274	1154	587	1574	1256
Yars2	368	422	178	360	324	372	386	248
Dnm1l	3597	3473	1525	2623	3611	3319	3553	2847
Fgd4	316	323	164	289	292	391	491	255
Olfr19	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	0	0
Spag6	957	1535	283	657	365	261	1004	470
Rpl31-ps12	2	5	1	2	0	0	4	2
Igll1	3	7	0	0	1	0	2	2
Vpreb1	11	10	0	6	4	4	5	4
Top3b	1867	2028	873	1432	1305	1283	1873	1376
Ppm1f	6982	5949	3210	3929	3999	3024	5313	4851
Mapk1	6552	6008	2670	5042	5448	5403	6758	5170
Ypel1	84	84	39	53	36	34	75	36
Ppil2	2669	2904	1240	2567	2597	2448	3275	2290
2610318N02Rik	14	6	5	5	57	113	13	19
Mir130b	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0
Sdf2l1	486	659	287	734	650	1070	1108	290
Ccdc116	21	51	28	22	28	39	22	29
Ydjc	39	62	10	35	40	72	60	19
Ube2l3	3346	3206	1234	2631	3375	3026	3662	2517
Rimbp3	5	3	1	3	7	3	1	2
Hic2	249	245	122	190	146	165	187	147
Tmem191c	102	114	83	79	83	62	104	90
Pi4ka	3292	3134	1369	2604	2482	2662	3475	2700
Serpind1	140	142	62	171	118	60	216	174
Snap29	2183	2190	881	1809	2198	2216	2391	1779
Crkl	2329	1674	867	1390	1707	2051	1917	1539
Aifm3	77	105	44	107	45	30	82	63
Lztr1	3182	3879	1632	3155	1922	1705	2862	2326
Thap7	658	752	271	574	714	656	786	625
4930451C15Rik	852	1582	309	572	137	135	717	452
P2rx6	456	779	199	413	94	81	292	219
Slc7a4	724	848	266	829	286	155	411	452
Smpd4	1473	1378	645	1152	1246	1170	1370	1133
Ccdc74a	200	340	64	126	102	86	244	129
Med15	2565	2327	1044	1855	2816	3729	3354	2259
Klhl22	979	857	416	864	787	625	968	763
Scarf2	5137	3839	2129	3130	3133	2666	3726	3339
B830017H08Rik	1	1	3	1	4	4	3	2
Car15	141	231	63	101	83	42	97	116
Dgcr2	3730	3162	1408	2449	2642	2600	3582	2876
Tssk1	2	9	4	3	0	3	8	7
Tssk2	0	0	0	0	2	0	0	0
Dgcr14	888	878	386	726	980	875	985	822
Gsc2	0	0	0	0	0	0	0	0
Slc25a1	2209	2800	830	1779	1673	1346	1961	1390
Vpreb2	0	0	0	1	0	0	0	0
Dgcr6	1027	1604	624	971	897	544	996	775
Prodh	813	940	494	637	510	321	809	694
Rtn4r	12	25	0	8	11	30	14	8
4933432I09Rik	8	2	4	8	3	3	6	2
Zdhhc8	2540	2187	1127	1608	1553	1382	2087	1811
Ranbp1	1794	2203	866	1656	2966	3033	2530	1709
Trmt2a	1750	2005	931	1410	1422	1314	1591	1180
Dgcr8	1401	1490	692	1161	1136	1138	1377	1007
Mir1306	0	0	0	0	0	0	0	0
